id,name,position,year,Estimate,Std. Error,z value,Pr(>|z|)
4845,Thomas Whittemore,Skipper,22,2.35670575333547,0.758064646901337,3.10884535107756,0.001878199998686
4607,Benton Amthor,Skipper,23,2.35015187048142,0.691908234458302,3.39662364666229,0.0006822272731098
4641,Lilly Myers,Skipper,23,2.34977964326765,0.705756590864011,3.32944767882504,0.0008701841181698
5084,Caroline James,Skipper,24,2.34044656576921,0.821571182067336,2.84874471847941,0.0043892083206298
5023,Nicholas Reeser,Skipper,25,2.33859853097025,0.689720429515113,3.39064703740083,0.0006972783953417
6334,Grayson Tella,Skipper,26,2.33831889627154,1.17281682579437,1.99376308801484,0.0461779512178485
4265,Ansgar Jordan,Skipper,22,2.33507209934644,0.694725699333878,3.36114253666644,0.0007762075754104
4899,Brandon Geller,Skipper,23,2.31609979517382,0.706071944586784,3.28026033739277,0.0010371133762518
5727,Benjamin Dufour,Skipper,26,2.31592049976456,0.691855477533258,3.34740502166976,0.0008157193473289
4702,Christopher Lukens,Skipper,23,2.29188162872977,0.691639554474861,3.31369369189696,0.0009207231141878
3720,Christian Moffitt,Skipper,21,2.28212068440281,0.810420510065162,2.81597103733137,0.0048630050471251
6530,Charlie Allen,Skipper,28,2.27945570707782,0.950035716435356,2.39933685401913,0.016424797180938
4962,Michaela O'Brien,Skipper,24,2.27454154262194,0.690181670356042,3.29556932662176,0.0009822246520357
6159,Hamilton Barclay,Skipper,27,2.26823206910092,0.70391131640237,3.22232647245062,0.0012715416083924
5464,Chip Kreuzkamp,Skipper,24,2.26725848259905,0.852312867481423,2.66012466677733,0.007811173326301
4117,Samuel Merson,Skipper,22,2.26514927906431,0.69858212348375,3.24249533865577,0.0011848788652259
6052,Morgan Pinckney,Skipper,27,2.26498222524514,0.694492098195912,3.26135060590164,0.0011088284443153
4715,John (Jack) Plavan,Skipper,23,2.25540478489371,0.727111025395309,3.10187124953513,0.0019230157587267
5466,Michael Kirkman,Skipper,25,2.25356874691227,0.68991824239475,3.26642869898611,0.0010891323121356
6451,Yumi Yoshiyasu,Skipper,24,2.24217030000523,1.11416925685655,2.01241443901544,0.0441762676801165
4096,Aidan naughton,Skipper,22,2.239555666267,0.695247343901586,3.22123584636666,0.0012763906418207
6089,Robby Meek,Skipper,27,2.23871462765854,0.694053919737249,3.22556297716186,0.0012572517199291
4085,Porter Kavle,Skipper,22,2.23762691215465,0.694765515751546,3.22069368934373,0.0012788074733913
