id,name,year
1582,Kristen Cooper,Crew,25
1583,Joshua Osborne,Crew,27
1584,Taylor Collison,Crew,28
1585,Stefanos Pappas,Skipper,25
1586,Jordan Vieira,Skipper,28
1587,Natalie Dunlap,Crew,28
1588,Kailey Warrior,Skipper,27
1589,Hudson Carnahan,Crew,28
1590,Grace Jones,Skipper,28
1591,Mercedes Newland Cespedes,Crew,24
1592,Nathan Willhite,Crew,27
1593,Nathan Hjort,Skipper,27
1594,Maddie Smith,Crew,27
1595,Kaan Akdogan,Skipper,24
1596,Austin Rupert,Skipper,26
1597,Sean Clark,Crew,25
1598,Curtis Mallory,Skipper,28
1599,Axel Grundberg Rydmark,Crew,27
1600,William Delong,Skipper,25
1601,Audrey Bilotta,Crew,26
1602,Genevieve Gordon,Crew,28
1603,Colin Kenny,Skipper,28
1604,Aurora Meunier Mott,Crew,28
1605,Buck Rathbun,Skipper,28
1606,Tiernan O'Kane,Skipper,26
1607,Damien Pearl,Crew,26
1608,Harry Boutemy,Skipper,24
1609,Oscar Tesniere,Crew,28
1610,David Rush,Skipper,28
1611,Alex Oh,Crew,28
1612,Tim Nguyen,Crew,28
1613,Gabrielle Trinter,Crew,27
1614,Viki Fernandez,Crew,26
1615,William Bourell,Crew,28
1616,Zara Haider,Crew,27
1617,Xavier Ayala Vermont,Crew,27
1618,Mary Madaus,Crew,25
1619,Brayden Benesch,Skipper,28
1620,Sarah Leary,Crew,28
1621,Alex Lech,Skipper,28
1622,Damien Bocan,Crew,27
1623,Gregg O’Rourke,Crew,28
1624,rebecca power,Skipper,27
1625,Eli Silverman,Crew,25
1626,Ryan Becker,Crew,29
1627,Puiyee Kong,Crew,27
1628,Dory Russell,Crew,28
1629,Lauren Mukavitz,Crew,27
1630,Grant Schmidt,Skipper,28
1631,bella casaretto,Skipper,26
1632,Madeleine Jarbeau,Crew,28
1633,Ella Beauregard,Skipper,25
1634,Cecilia Muller,Skipper,25
1635,Beatrix Stewart-Stand,Crew,27
1636,Penelope Weekes,Skipper,25
1637,Natalie Fear,Crew,28
1638,June Roe,Crew,28
1639,Jane Marvin,Skipper,28
1640,Alex Anderson,Skipper,26
1641,Megan Burns,Crew,27
1642,Madeleine Ewing,Crew,28
1643,Weronika Wozny,Skipper,27
1644,Nicolas Echarte,Crew,25
1645,Amelie Zucker,Crew,28
1646,Daniel Heitz,Crew,26
1647,Helena English,Crew,28
1648,Ashtyn Tierney,Crew,28
1649,Matthew Caplan,Crew,25
1650,Gilda Dondona,Crew,28
1651,Ava Stevens,Crew,28
1652,Christian Ebbin,Skipper,28
1653,Sabrina Anderson,Crew,28
1654,Erin McDonagh,Skipper,28
1655,Hope Campbell,Skipper,28
1656,Jackson Manley,Crew,27
1657,Eliott Raison,Skipper,26
1658,Neil Bunce,Skipper,25
1659,Anthony Lattanzio,Crew,27
1660,Jenna Princing,Crew,28
1661,Caitlyn Schwartz,Crew,28
1662,Maya Burns,Crew,27
1663,Lauren Murray,Skipper,28
1664,Lydia Woolson,Crew,28
1665,Claire Poremba,Crew,27
1666,Penelope Whiteside,Crew,28
1667,Anna Robertson,Skipper,28
1668,Brooke Kelley,Crew,28
1669,Lucy Zinn,Crew,28
1670,Piper Blackband,Crew,28
1671,Adra Ivancich,Skipper,26
1672,Christina Chen,Crew,27
1673,Emily Doble,Skipper,28
1674,Ellison Fleming,Crew,26
1675,Gabrielle Byrne,Crew,26
1676,Lucy Elvart,Crew,28
1677,Callie Davis,Skipper,28
1678,Nora Hinsch,Crew,27
1679,Jamie Morin,Crew,28
1680,Aiesha Shekhar,Crew,28
1681,Ben Sheppard,Skipper,27
1682,Rowan Magee,Crew,28
1683,Katherine Bachmann,Crew,28
1684,Dee McCormick,Crew,28
1685,Olivia Colantuonio,Crew,28
1686,Courtland Doyle,Skipper,27
1687,Rogelio Casellas,Skipper,28
1688,Kate Joslin,Crew,28
1689,Mikaela Williams,Crew,27
1690,James Frady,Skipper,28
1691,Logan Teeple,Crew,28
1692,Olivia Blackmer,Skipper,28
1693,Ryan Ververs,Crew,25
1694,Ryan Curtis,Skipper,26
1695,Johnny Leadingham,Skipper,26
1696,Lara Nielsen,Skipper,28
1697,Audrey Bengtson,Skipper,28
1698,Rhett Armentrout,Crew,28
1699,Anna Servidio,Skipper,26
1700,Elizabeth Montgomery,Crew,28
1701,Vaughn Lynch,Skipper,27
1702,Henry Powell,Skipper,26
1703,Isabella Dongarra,Crew,25
1704,Tyson Hammer,Skipper,25
1705,Jacob Entwisle,Skipper,27
1706,Cheyenne Fair,Skipper,25
1707,Robert Riecker,Crew,26
1708,Nadine Rouba,Skipper,26
1709,Gabriele Grant,Crew,28
1710,Silas Hodges,Crew,27
1711,Christiana Greer,Skipper,28
1712,Anthony Thonnard,Crew,26
1713,Roman Dongarra,Crew,27
1714,Mia Graziano,Skipper,27
1715,Caroline Ziluca,Crew,26
1716,August Bellanca,Crew,27
1717,Peter Stover,Crew,28
1718,Kathryn Marshall,Crew,25
1719,Evangeline Barras,Skipper,28
1720,Benjamin Koly,Skipper,26
1721,Tyler Needham,Crew,27
1722,Deepak Ramesh,Crew,27
1723,Olivia Coffill,Skipper,28
1724,Claudia Severson,Skipper,25
1725,John TIS,Skipper,24
1726,Grace Hartman,Crew,24
1727,Lance Shrum,Skipper,28
1728,Ella Lane,Crew,25
1729,Claire Calkins,Crew,28
1730,Sanjana Ravuri,Crew,26
1731,Julia Marich,Skipper,28
1732,Naitik Gupta,Crew,25
1733,Lukas Walker,Skipper,26
1734,Evgeniia Nikonova,Crew,28
1735,Natalie Rogers,Skipper,27
1736,Brendan van Riper,Crew,27
1737,Terry Nguyen,Crew,25
1738,Kyle Morrison,Skipper,28
1739,Emily Mock,Skipper,27
1740,Reagan Bottomley,Skipper,26
1741,Beatrice Crucs,Crew,28
1742,Sophie DeCoite,Crew,25
1743,Stephen Blair,Crew,24
1744,Ella Neith,Crew,28
1745,Leo Schumwinger,Skipper,28
1746,David Lowry,Crew,27
1747,Kristine Roegner,Crew,28
1748,Sam Windsor,Skipper,25
1749,Ella Napolitano,Crew,26
1750,Julian Hill,Skipper,26
1751,Clea Yates,Crew,26
1752,Theodore Taylor,Crew,25
1753,Michael Stewart,Skipper,25
1754,Mary Powell,Crew,27
1755,Joseph Murphy,Skipper,28
1756,Makenna Labor,Crew,25
1757,Anthony Farrar,Skipper,26
1758,Aidan Kelly,Crew,28
1759,Sadie Goldberg,Crew,26
1760,Cole Bender,Skipper,26
1761,Mary Morris,Skipper,26
1762,Antonio Aaron,Crew,26
1763,Margaret Arocho,Skipper,25
1764,Grace Boesel,Crew,26
1765,Vlada Malina,Crew,26
1766,Phyllip Gwozdz,Crew,25
1767,Daniel Coplan,Crew,25
1768,Matthew Lefler,Skipper,29
1769,Ryan Tagen,Crew,28
1770,Marcus Greco,Skipper,28
1771,Joseph Simpkins,Skipper,27
1772,Justin Marquez,Crew,28
1773,Defne Melikoglu,Skipper,27
1774,Samson Barbara,Crew,26
1775,Josh Elliott,Skipper,29
1776,Hayden Robertson,Crew,26
1777,Bryce Nill,Skipper,26
1778,Levi Loomis-Adams,Crew,28
1779,Elizabeth Price,Skipper,25
1780,Clemens Robinson,Crew,28
1781,Ethan Menand,Skipper,27
1782,Finn Halstead,Skipper,28
1783,Melissa Young,Crew,26
1784,Mac Fitzgerald,Crew,28
1785,Joe Seiffert,Skipper,25
1786,Amelia Sulciner,Crew,28
1787,Rylie Cataldo,Skipper,27
1788,Shay Bridge,Skipper,28
1789,Isabel Brenner,Crew,28
1790,Nate Bonham,Skipper,28
1791,Sarah Goodyear,Crew,26
1792,Jakob Barski,Skipper,28
1793,Zuzanna Barska,Crew,26
1794,Alexandra Gustafson,Crew,28
1795,Darby Smith,Skipper,28
1796,Will Platten,Crew,27
1797,Nicolas Benavides,Skipper,25
1798,Yaakov Berman,Crew,28
1799,Thomas Pappas,Skipper,25
1800,Savannah Monnig,Skipper,27
1801,Emma Kilcollins,Crew,27
1802,Parker Thran,Skipper,28
1803,Roman Borger,Crew,26
1804,Suhas Medidi,Crew,26
1805,Henry Germano,Crew,26
1806,Mason Mattice,Skipper,28
1807,Andrea Boknevitz,Crew,27
1808,Daniel Borras-Quintero,Skipper,25
1809,Jack Adderley,Crew,28
1810,Alexander Goldsmith,Crew,28
1811,Adrien Barnes,Skipper,28
1812,Ethan Tassin,Crew,28
1813,Louis Augier,Crew,26
1814,Matthew Sexton,Skipper,28
1815,Charles Gish,Skipper,28
1816,Devon Owen,Skipper,27
1817,Marco Welch,Skipper,28
1818,Holly Mulford,Crew,27
1819,Ivy Shi,Crew,27
1820,Jackson Harney,Skipper,27
1821,Owen Moriarty,Crew,28
1822,Grant Smith,Skipper,28
1823,Benjamin Conte,Crew,26
1824,Matthew Wallace,Skipper,25
1825,Kylie Craig,Crew,28
1826,Theresa Straw,Skipper,28
1827,Catherine Li,Crew,27
1828,Patricia Winssinger,Skipper,28
1829,Jack Whitman,Skipper,27
1830,Alexander Rosen,Crew,28
1831,Adam Elci,Crew,26
1832,Greer Page,Skipper,27
1833,Marguerite Deseau,Skipper,27
1834,Eloïse Mouille,Crew,28
1835,Jason Dank,Skipper,26
1836,Abbie Daniels,Crew,27
1837,Megan St.Germain,Crew,27
1838,Colby Green,Skipper,25
1839,Cole Amaral,Skipper,28
1840,Ava Tobias,Crew,28
1841,Lance Dinino,Crew,25
1842,Matthew Diaz,Skipper,29
1843,Joseph Zubelik,Crew,25
1844,Ryan Wiliani,Skipper,28
1845,Kique Ruiz,Skipper,26
1846,Charlotte Pare,Crew,28
1847,Tolly Kaiser,Crew,28
1848,Elizabeth Struve,Crew,28
1849,Oakley Cunningham,Skipper,27
1850,Heidi Hicks,Crew,25
1851,Taylor Bartell,Skipper,28
1852,Lola Kohl,Skipper,28
1853,Hayden Clary,Crew,28
1854,Malia Johnson,Skipper,25
1855,Elin Reigstad,Crew,28
1856,Ava Cornell,Skipper,28
1857,Taber Allen,Crew,27
1858,Cora LeCates,Crew,26
1859,Adam Pickhardt,Skipper,27
1860,Jake Leismer,Crew,28
1861,Gavin Parsons,Crew,28
1862,Eric Brieden,Skipper,28
1863,Colin Hexter,Crew,27
1864,Alex Strassberg Alonso,Crew,28
1865,Lucas Ribeiro,Crew,27
1866,Isabel Cross,Crew,28
1867,Grace Redner,Crew,27
1868,Caden Harrison,Skipper,28
1869,Ava Buchholz,Crew,28
1870,Benjamin Karle,Skipper,28
1871,Raphael Tabouret,Crew,28
1872,Joshua Hacker,Skipper,28
1873,David Derusha,Crew,28
1874,Mike Boland,Crew,27
1875,Eli Erling,Skipper,26
1876,Jack Prom,Crew,28
1877,James Klancnik,Skipper,28
1878,Carlos Sole,Crew,27
1879,Nathaniel Bacheller,Skipper,28
1880,Glen Warren,Skipper,26
1881,Calistoga Frerker,Crew,28
1882,Isabella Leiva,Crew,28
1883,Joe Lewandowski,Crew,26
1884,Abbi Barnette,Skipper,26
1885,no show,Crew,13
1886,James Kelly,Crew,28
1887,Victor Larimer,Skipper,28
1888,Gregory Gold,Crew,25
1889,Elizabeth G Davis,Crew,28
1890,Tucker Parks,Skipper,25
1891,Benjamin Stewart,Crew,26
1892,Reese Blackwell,Skipper,28
1893,Zhaohui Harry Ding,Skipper,28
1894,Ava Wietlisbach,Crew,28
1895,Mira Singh,Skipper,26
1896,Flora Johnson,Crew,27
1897,Juliana Lewis,Crew,27
1898,Kevin Young,Skipper,28
1899,Quinn Healey,Skipper,27
1900,Cade Boguslaw,Skipper,27
1901,Carley Yount,Crew,25
1902,Rori Bywater,Crew,25
1903,Efe Guder,Skipper,28
1904,Ruth Bergman,Crew,28
1905,Mary Elliot,Skipper,25
1906,John Ramsey,Crew,27
1907,Brent Penwarden,Skipper,24
1908,olivia kennedy,Crew,25
1909,Michael Delgado,Crew,28
1910,Cameron Kinnear,Crew,28
1911,Luke Justin,Skipper,25
1912,anindita carlsen,Crew,28
1913,Keira LePage,Crew,27
1914,Omar Ahmed,Skipper,16
1915,Sophie Stalnaker,Crew,25
1916,Patrick Grimes,Crew,27
1917,Morgan Smith,Crew,27
1918,Sam Whipple,Crew,25
1919,Piper Lyons,Crew,28
1920,Theo Meyer,Crew,28
1921,Gavin Tucker,Skipper,26
1922,Varda Kotlyarsky,Crew,28
1923,Oliver Roy,Crew,26
1924,Peter Taboada,Skipper,25
1925,Ava DeAngelis,Crew,28
1926,Tessa Hason,Skipper,25
1927,Andrew Richards,Crew,28
1928,Lucy Belknap,Crew,25
1929,Nina Muscarella,Crew,27
1930,Dominic Pistone,Crew,28
1931,Natalie Wey,Crew,28
1932,Benjamin Wilkinson,Skipper,26
1933,Evelyn Bogan,Crew,28
1934,Miles Mannion,Crew,28
1935,Lily Hausler,Crew,28
1936,Emma Sharpe,Crew,28
1937,James Knowlton,Skipper,25
1938,Thea Crowley,Crew,27
1939,Jack Cady,Skipper,25
1940,Will Levy,Crew,25
1941,Joseph Cataldo,Skipper,28
1942,Toby Jennings,Skipper,28
1943,Ryan Begin,Skipper,27
1944,Allison Pala,Crew,25
1945,Nora Dockter,Crew,25
1946,Alec Purrington,Skipper,28
1947,Lucy Li,Crew,28
1948,Ocean Smith,Skipper,28
1949,Kiera Haskell,Crew,28
1950,Sydney Sandor,Crew,28
1951,Kira Hernandez,Crew,25
1952,Ryan Petrush,Skipper,27
1953,Johnna Schulz,Crew,25
1954,Ian Peterson,Skipper,28
1955,Kate Adams,Skipper,28
1956,Maggie Sandbeck,Crew,28
1957,Christie Nguyen,Crew,25
1958,Genevieve Lau,Skipper,25
1959,Victoria Hason,Crew,25
1960,Ethan Stoehr,Crew,26
1961,Joseph Gedraitis,Skipper,27
1962,Thomas Thurston,Crew,27
1963,Ellie Menezes,Skipper,28
1964,Benjamin Siegel,Crew,26
1965,Olivia Dutra,Crew,28
1966,Max Teo,Skipper,28
1967,Kevin McNeill,Skipper,28
1968,Nicholas DelVecchio,Crew,27
1969,Matthew Chen,Skipper,27
1970,Amelia Conkey,Crew,26
1971,Asher Moss,Skipper,25
1972,Melvin Carcamo,Crew,28
1973,Sam Schuhwerk,Crew,27
1974,Nathaniel Hartwell,Skipper,28
1975,Pierce Brindley,Crew,28
1976,Parker Keeffe-Jones,Crew,28
1977,Ava Belli,Crew,28
1978,Sadie Yoder,Crew,28
1979,Adrian Atwater,Crew,28
1980,Alexandra Jones,Crew,28
1981,Drew D’Orsi,Skipper,28
1982,Janet Fu,Crew,27
1983,Patrick Shachoy,Skipper,28
1984,John Wood,Skipper,26
1985,Ryan Ehnot,Skipper,26
1986,"Gabriel ""Gabe"" Morreale",Skipper,28
1987,Ben Visco,Skipper,28
1988,Luke Barker,Skipper,28
1989,Andrew McCarthy,Crew,28
1990,Nora Donahue,Crew,28
1991,Katherine Shin,Crew,27
1992,Fay Byhovsky,Crew,28
1993,Andre Bochat,Crew,27
1994,Griffin Hayden,Crew,28
1995,Myles Hazen,Skipper,26
1996,Dominic Qin,Crew,27
1997,Charlotte Maffie,Skipper,25
1998,Maple Buescher,Crew,25
1999,Gabrielle Ahitow,Crew,28
2000,Sammy Weidenthal,Crew,27
2001,Cameron Luck,Skipper,28
2002,Miles Laker,Skipper,27
2003,Nathaniel Glass,Crew,28
2004,Soren Beckstrom,Crew,27
2005,Naomi Peters,Crew,26
2006,Colin Herbolsheimer,Crew,27
2007,Charles Crowell,Skipper,28
2008,Emi Rodes,Crew,28
2009,Andrea Casagrande Caron,Skipper,28
2010,Miriam Pfahler Saxon,Crew,27
2011,Eliot Hack,Crew,28
2012,Eric D'Urso,Crew,26
2013,Sean Bascoe,Skipper,27
2014,Sarah Brown,Crew,28
2015,Phoebe Milhollin,Crew,28
2016,Joshua Bourassa,Crew,26
2017,Adelyn Zimmerman,Crew,28
2018,Guiliana Giacomini,Crew,27
2019,Maddy Netzer,Crew,26
2020,Victoria Kutkovska,Crew,27
2021,James Leavitt,Skipper,27
2022,Iris Badezet Delory,Crew,27
2023,Samantha Forgosh,Crew,26
2024,Fiona Zhou,Crew,28
2025,Ryan Dodge,Skipper,26
2026,Nicole Luna,Crew,26
2027,Sunny Sun,Skipper,28
2028,Andrew Sugerman,Crew,26
2029,Nok In Chan,Skipper,25
2030,Ally Younkin,Crew,26
2031,Ella Sligh,Skipper,28
2032,Leila Montoya,Crew,28
2033,Lucas Hurtado,Skipper,28
2034,Annika Shah,Crew,28
2035,Van Baghdasaryan,Skipper,26
2036,Justus Woell,Crew,28
2037,Jack Cropper,Skipper,28
2038,Brian Cook,Crew,28
2039,Claire Ciamarra,Crew,28
2040,Emmett Book,Crew,28
2041,Noelle Erslovas,Crew,28
2042,Giselle Ringsrud,Crew,27
2043,Grace Gormley,Crew,28
2044,Maisy Vroom,Crew,28
2045,Luke Sadalla,Skipper,28
2046,Joey David,Crew,25
2047,Julia Szymanski,Crew,28
2048,Maximilian Miesen,Crew,25
2049,Mitchell Powers,Skipper,25
2050,Jaquelyn Quintana,Crew,25
2051,Luke Osborne,Crew,28
2052,Griffin Vernon,Crew,26
2053,Maximilian Conze,Skipper,28
2054,Carsten Zieger,Skipper,28
2055,Emily Broach,Crew,25
2056,Kyle Hirth,Crew,25
2057,Alex Tang,Crew,27
2058,Sienna Stromberg,Skipper,25
2059,Maura Darby,Crew,25
2060,Vaughn Russell,Crew,28
2061,Jay Luquin,Crew,28
2062,Paxton Moore,Crew,28
2063,Andalucia Pilcher,Crew,28
2064,MEG SORENSEN,Crew,25
2065,Peter Foley,Skipper,26
2066,Jack Hammett,Skipper,26
2067,Abigail Paul,Crew,25
2068,Marc Leyk,Crew,28
2069,Walter Wolfe,Crew,26
2070,Ella Engel,Crew,27
2071,Carter Weatherilt,Skipper,28
2072,Nicole Ostapowicz,Skipper,28
2073,Grace Wilson,Crew,27
2074,Ty Mazzga,Crew,28
2075,Cansin Ozsoy,Crew,26
2076,Alden Gort,Crew,26
2077,Sean Harren,Crew,28
2078,Luke Pennisi,Crew,28
2079,Jacob Fisher,Crew,27
2080,Bales Brannon,Crew,28
2081,Paulo Nicoli,Crew,27
2082,Julia Boutet,Crew,27
2083,Pablo Ginorio,Skipper,27
2084,Toby Grant,Crew,26
2085,Cameron Johnson,Crew,28
2086,Oscar Lubliner,Skipper,27
2087,Evan Inscoe,Crew,25
2088,Aston Smith,Skipper,28
2089,Sadie Marinerstein,Crew,28
2090,Roisin Liew,Crew,27
2091,Aidan Ramblas,Skipper,24
2092,Max Umminger,Crew,28
2093,Micaela Jorcino,Skipper,28
2094,Samantha Katz,Crew,28
2095,Bianca Weber,Skipper,26
2096,Marianna Maciel,Crew,28
2097,Elena Crow,Crew,27
2098,Jack Mitchell,Crew,26
2099,Alannah Cetti,Crew,25
2100,Sophia Cerretti,Skipper,28
2101,Anna Fineberg,Crew,26
2102,Paul Munsell,Skipper,27
2103,Nathan Buehner,Crew,27
2104,Viola Frank,Skipper,26
2105,Valerie Pieruccini,Crew,27
2106,Morgan Headington,Skipper,28
2107,Eli Jacobson-Bell,Crew,28
2108,Juan Alcala,Skipper,26
2109,Jonny Cribbin,Crew,25
2110,Hongzhen Chen,Skipper,26
2111,Gabriel Rousseau,Crew,27
2112,Dante Drolet,Skipper,26
2113,Paula Castillo,Crew,27
2114,Noa Brassfield,Skipper,25
2115,Liam Marney,Skipper,28
2116,Ava Piland,Crew,28
2117,John Van Roekel,Crew,26
2118,Brooke Hopwood,Skipper,28
2119,Kieran McEwen,Crew,28
2120,Christopher Falcon,Crew,26
2121,Jeffrey Pokorny,Crew,28
2122,Maximus La Via,Crew,25
2123,Nikolas Krause,Skipper,28
2124,Dereck Phan,Crew,27
2125,Ally Dana,Skipper,28
2126,Katherine Hendricks,Crew,26
2127,Humberto Porrata,Skipper,25
2128,Aidan Munn,Crew,26
2129,Kayla Fireovid,Skipper,25
2130,Christopher Cunha,Crew,28
2131,Beatriz Newland,Skipper,27
2132,Milo Fleming,Crew,28
2133,Sunny Odom,Skipper,27
2134,Fill In,Crew,24
2135,Ghislaine van Empel,Skipper,27
2136,Elizabeth Frost,Skipper,27
2137,Alexander Yuen,Crew,25
2138,Julian van den Driessche,Skipper,25
2139,Finn Bradley,Crew,28
2140,Ethan Deutsch,Skipper,25
2141,Ian Kaplan,Crew,25
2142,Barrett Lhamon,Skipper,26
2143,Dru Schimke-Goetz,Crew,28
2144,Alexander Pfeffer,Crew,28
2145,Jack Cossari,Crew,26
2146,Madeline Torrey,Crew,28
2147,Helen Coughlin,Skipper,28
2148,Amelia Thomas,Crew,27
2149,Gabrielle Bakos,Crew,28
2150,Parker Laing,Crew,28
2151,Eva DeCastro,Skipper,28
2152,Tara Sangal,Crew,26
2153,Sophia Fogarty,Crew,25
2154,Lucy Sunderland,Crew,28
2155,Jonathan Walerys,Crew,27
2156,Benjamin D’Amico,Crew,27
2157,Ava Gustafson,Skipper,28
2158,Teddy Stoldt,Crew,28
2159,Ash Clements,Crew,28
2160,Abbey Merrigan,Crew,28
2161,Mason Oleniczak,Crew,28
2162,Alex Day,Skipper,24
2163,Annette Wadley,Crew,26
2164,Marco Constantini,Skipper,27
2165,George Prokop,Skipper,28
2166,Kassidy Kennedy,Skipper,26
2167,Nicholas Armantrout,Crew,26
2168,Arden Carleton,Skipper,26
2169,Riley Hamilton,Crew,25
2170,Keegan Beyer,Skipper,28
2171,Thomas Weykamp,Crew,28
2172,Talena Monasmith,Crew,26
2173,PAUL Backlas,Crew,28
2174,Joseph Mowrey,Skipper,25
2175,Meg Tenpas,Crew,28
2176,Mia Stromberg,Crew,27
2177,Nathan Sylvester,Skipper,25
2178,Matt Cramer,Crew,26
2179,Samantha Brandon,Crew,26
2180,Griffin Boothby,Skipper,25
2181,Alya MacManaway,Skipper,26
2182,Lily Northon,Crew,28
2183,Andrew Acton,Crew,28
2184,Alex Schlotterer,Skipper,25
2185,Kira Bayes,Crew,25
2186,Joshua Wilcox,Crew,24
2187,Catherine Tanay,Crew,27
2188,Dylan Mullan,Crew,28
2189,Dustin Peter,Crew,25
2190,Sam Hatton,Crew,27
2191,Catherine Mignone,Crew,26
2192,Savannah Miner,Crew,28
2193,Mika Fishell,Crew,27
2194,Owen Warren,Skipper,28
2195,Sarra Guezguez,Skipper,27
2196,Noelle Keto,Crew,26
2197,Isabelle Ouimet,Skipper,26
2198,Emily Kumph,Crew,27
2199,Allison Rhea,Crew,26
2200,Brady Boland,Crew,26
2201,Alexander Charlton,Crew,28
2202,Payden Pittman,Skipper,28
2203,Billy Vogel,Skipper,25
2204,Alexander Reynolds,Crew,28
2205,Alexander Sau Hang Ching,Skipper,28
2206,Kate Weigand,Crew,28
2207,Caitlin Costello,Crew,28
2208,Xinshi Feng,Skipper,27
2209,Nathanael Green,Skipper,28
2210,Soren Gabor,Crew,26
2211,Parker Kumler,Crew,27
2212,Caitlin Briggs,Crew,27
2213,Bobby Rielly,Skipper,25
2214,Claire Lewis,Crew,27
2215,Joe Slipper,Skipper,28
2216,Oliver Zhu,Crew,28
2217,Reese Zebrowski,Skipper,26
2218,Sean Padilla,Crew,27
2219,Martha Hughes,Skipper,28
2220,Ashley Hoguet,Skipper,26
2221,Caroline Caudron,Crew,27
2222,Jack Solmo,Skipper,25
2223,Mary Carter,Crew,28
2224,Ricky Miller,Skipper,26
2225,Leo Marek,Crew,26
2226,Sloane Mullin,Crew,27
2227,Rohit Rajan,Skipper,26
2228,Connor Nihem,Crew,27
2229,Mark Carella,Skipper,27
2230,Luke Thistlethwaite,Crew,25
2231,Dennis Kostjuhin,Skipper,27
2232,Reema Nannapaneni,Crew,27
2233,Sophia Herrada,Skipper,24
2234,Noah Klayman,Crew,25
2235,Leif Hauge,Skipper,28
2236,Natalie Lai,Crew,28
2237,Elaina Berdyck,Crew,26
2238,Hans Scheyer,Skipper,28
2239,Spencer Patten,Crew,27
2240,Joseph Edmonson,Crew,26
2241,Alexander Turloff,Skipper,27
2242,Marty Weigel,Skipper,25
2243,Gabriella Platt,Crew,25
2244,Nathaniel Rubin,Skipper,28
2245,Chris Connor,Skipper,25
2246,Oliver Sommer,Crew,27
2247,Addison Dunn,Skipper,28
2248,Anna Morrow,Crew,25
2249,Kieran Banyard,Skipper,28
2250,Calvin Blaser,Crew,25
2251,Shaynan Montenegro,Skipper,26
2252,Cora Gunderson,Crew,27
2253,Theo Everson,Crew,29
2254,Tyla Garfas-Knowles,Skipper,28
2255,Bear Elliot,Crew,27
2256,Anita Shields,Skipper,25
2257,Elias West,Skipper,25
2258,Jack Kisling,Skipper,25
2259,Bennett Alger,Skipper,28
2260,Apollo Jones,Crew,28
2261,Pike Williams,Skipper,28
2262,Ava Quinn,Crew,28
2263,Madeline Gordon,Crew,25
2264,Emily Yong,Crew,25
